time,destination,user id
3,Tiong Bahru Plaza,81
3,Dakota Station,82
3,Bukit Panjang Plaza,83
3,Blk 492 J10,84
3,Lucky Plaza,85
3,Katong Shopping Centre,86
3,Dakota Station,87
3,Chinatown Point,88
3,Lucky Plaza,89
3,Bukit Timah Shopping Centre,90
3,Commonwealth Station,91
3,Paya Lebar Station,92
3,Pioneer Station,93
3,Lakeside Station,94
3,Lakeside Station,95
3,Blk 492 J10,96
3,Queenstown Neighbourhood Police Centre,97
3,Clementi Station,98
3,Bukit Timah Shopping Centre,99
3,Blk 165 F38,100
3,Dakota Station,101
3,Queenstown Neighbourhood Police Centre,102
3,Marsiling Station,103
3,Paya Lebar Station,104
3,China Square,105
3,Lucky Plaza,106
3,China Square,107
4,Tiong Bahru Plaza,108
4,One Raffles Quay,109
4,Katong Shopping Centre,110
4,Changi Airport Terminal 2,111
4,Lucky Plaza,112
4,Queenstown Station,113
4,Bukit Timah Shopping Centre,114
4,One Raffles Quay,115
4,Capital Tower,116
4,Sengkang Station G18,117
4,Buona Vista Station,118
4,Tiong Bahru Plaza,119
4,Queenstown Station,120
4,Lakeside Station,121
4,Changi Airport Terminal 2,122
4,Commonwealth Station,123
4,Lucky Plaza,124
4,Queenstown Neighbourhood Police Centre,125
4,Blk 165 F38,126
4,Tiong Bahru Plaza,127
4,Bukit Timah Shopping Centre,128
4,Sengkang Station G18,129
4,Chinatown Point,130
4,Bukit Timah Shopping Centre,131
4,Jurong East Station,132
4,Dover Station J06,133
4,Opposite Hong Lim Park,134
5,Lakeside Station,135
5,Paya Lebar Station,136
5,One Raffles Quay,137
5,Clementi Station,138
5,Capital Tower,139
5,China Square,140
5,Pioneer Station,141
5,One Raffles Quay,142
5,Lakeside Station,143
5,Queenstown Neighbourhood Police Centre,144
5,Changi Airport Terminal 2,145
5,Jurong East Station,146
5,Clementi Station,147
5,Buona Vista Station,148
5,Queenstown Neighbourhood Police Centre,149
5,Blk 165 F38,150
5,Holland Road Shopping Centre,151
5,Clementi Station,152
5,Holland Road Shopping Centre,153
5,Dakota Station,154
5,Capital Tower,155
5,Sengkang Station G18,156
5,Dakota Station,157
5,Tiong Bahru Plaza,158
5,Commonwealth Station,159
5,Jurong East Station,160
5,Capital Tower,161
6,Changi Airport Terminal 2,162
6,Blk 165 F38,163
6,Jurong East Station,164
6,Clementi Station,165
6,Blk 492 J10,166
6,China Square,167
6,Katong Shopping Centre,168
6,Little India Station F26,169
6,One Raffles Quay,170
6,Clementi Station,171
6,Bukit Timah Shopping Centre,172
6,Blk 165 F38,173
6,Katong Shopping Centre,174
6,Paya Lebar Station,175
6,Pioneer Station,176
6,Holland Road Shopping Centre,177
6,Commonwealth Station,178
6,Buona Vista Station,179
6,Blk 492 J10,180
6,Blk 165 F38,181
6,Holland Road Shopping Centre,182
6,Blk 165 F38,183
6,Queenstown Neighbourhood Police Centre,184
6,Blk 492 J10,185
6,Changi Airport Terminal 2,186
6,Dover Station J06,187
6,Kovan Station G11,188
7,Lakeside Station,189
7,One Raffles Quay,190
7,Queenstown Neighbourhood Police Centre,191
7,Queenstown Station,192
7,Jurong East Station,193
7,Dover Station J06,194
7,Bukit Panjang Plaza,195
7,One Raffles Quay,196
7,Lakeside Station,197
7,One Raffles Quay,198
7,Paya Lebar Station,199
7,Commonwealth Station,200
7,Chinatown Point,201
7,Katong Shopping Centre,202
7,Chinatown Point,203
7,Commonwealth Station,204
7,Katong Shopping Centre,205
7,Dover Station J06,206
7,Jurong East Station,207
7,Commonwealth Station,208
7,Buona Vista Station,209
7,Paya Lebar Station,210
7,Changi Airport Terminal 2,211
7,Capital Tower,212
7,Katong Shopping Centre,213
7,Shaw Towers,214
7,Lucky Plaza,215
8,Bendemeer,216
8,Little India Station F26,217
8,Jurong East Station,218
8,Sengkang Station G18,219
8,Queenstown Neighbourhood Police Centre,220
8,Little India Station F26,221
8,Paya Lebar Station,222
8,Buona Vista Station,223
8,Chinatown Point,224
8,Queenstown Station,225
8,Dover Station J06,226
8,Chinatown Point,227
8,Katong Shopping Centre,228
8,Tiong Bahru Plaza,229
8,Katong Shopping Centre,230
8,Paya Lebar Station,231
8,Commonwealth Station,232
8,Capital Tower,233
8,Jurong East Station,234
8,Pioneer Station,235
8,Jurong East Station,236
8,Clementi Station,237
8,Commonwealth Station,238
8,Dakota Station,239
8,Chinatown Point,240
8,Dover Station J06,241
8,Blk 492 J10,242
9,Tiong Bahru Plaza,243
9,Commonwealth Station,244
9,Jurong East Station,245
9,Chinatown Point,246
9,Bukit Panjang Plaza,247
9,Clementi Station,248
9,Buona Vista Station,249
9,Queenstown Neighbourhood Police Centre,250
9,Clementi Station,251
9,Buona Vista Station,252
9,Tiong Bahru Plaza,253
9,Dakota Station,254
9,China Square,255
9,Pioneer Station,256
9,Pioneer Station,257
9,Tiong Bahru Plaza,258
9,Blk 492 J10,259
9,Blk 165 F38,260
9,Bukit Panjang Plaza,261
9,Lakeside Station,262
9,China Square,263
9,MAS Building,264
9,Pioneer Station,265
9,Lakeside Station,266
9,Little India Station F26,267
9,Holland Road Shopping Centre,268
9,Clementi Station,269
10,Queenstown Station,270
10,Blk 165 F38,271
10,Dover Station J06,272
10,Lakeside Station,273
10,Changi Airport Terminal 2,274
10,Holland Road Shopping Centre,275
10,One Raffles Quay,276
10,Jurong East Station,277
10,Chinatown Point,278
10,Commonwealth Station,279
10,Dover Station J06,280
10,China Square,281
10,Changi Airport Terminal 2,282
10,Sengkang Station G18,283
10,Capital Tower,284
10,Capital Tower,285
10,Changi Airport Terminal 2,286
10,Changi Airport Terminal 2,287
10,China Square,288
10,Katong Shopping Centre,289
10,Changi Airport Terminal 2,290
10,Lakeside Station,291
10,Sembawang Station,292
10,Tiong Bahru Plaza,293
10,Lucky Plaza,294
10,Blk 165 F38,295
10,Changi Airport Terminal 2,296
11,Changi Airport Terminal 2,297
11,Commonwealth Station,298
11,Buona Vista Station,299
11,Queenstown Station,300
11,Commonwealth Station,301
11,Capital Tower,302
11,One Raffles Quay,303
11,Lucky Plaza,304
11,China Square,305
11,Lakeside Station,306
11,Pioneer Station,307
11,Sengkang Station G18,308
11,Redhill Station,309
11,Changi Airport Terminal 2,310
11,Chinatown Point,311
11,Little India Station F26,312
11,Bukit Timah Shopping Centre,313
11,Lucky Plaza,314
11,Capital Tower,315
11,Chinatown Point,316
11,Little India Station F26,317
11,Bukit Timah Shopping Centre,318
11,Commonwealth Station,319
11,Pioneer Station,320
11,Little India Station F26,321
11,Paya Lebar Station,322
11,Little India Station F26,323
12,Sengkang Station G18,324
12,Katong Shopping Centre,325
12,Changi Airport Terminal 2,326
12,Little India Station F26,327
12,Blk 492 J10,328
12,One Raffles Quay,329
12,Queenstown Station,330
12,Tiong Bahru Plaza,331
12,Buona Vista Station,332
12,OG People's Park,333
12,Clementi Station,334
12,Little India Station F26,335
12,Changi Airport Terminal 2,336
12,Bukit Panjang Plaza,337
12,Dakota Station,338
12,Little India Station F26,339
12,Paya Lebar Station,340
12,One Raffles Quay,341
12,Jurong East Station,342
12,Dakota Station,343
12,Jurong East Station,344
12,Sengkang Station G18,345
12,Blk 165 F38,346
12,Changi Airport Terminal 2,347
12,Capital Tower,348
12,Changi Airport Terminal 2,349
12,Changi Airport Terminal 2,350
13,Holland Road Shopping Centre,351
13,Dover Station J06,352
13,Changi Airport Terminal 2,353
13,Queenstown Neighbourhood Police Centre,354
13,Sengkang Station G18,355
13,Riverside Point,356
13,Dover Station J06,357
13,Holland Road Shopping Centre,358
13,Commonwealth Station,359
13,Lakeside Station,360
13,Queenstown Station,361
13,Commonwealth Station,362
13,Holland Road Shopping Centre,363
13,Queenstown Station,364
13,Blk 165 F38,365
13,Paya Lebar Station,366
13,Holland Road Shopping Centre,367
13,Clementi Station,368
13,Little India Station F26,369
13,Little India Station F26,370
13,Dover Station J06,371
13,Pioneer Station,372
13,China Square,373
13,Commonwealth Station,374
13,Katong Shopping Centre,375
13,Queenstown Neighbourhood Police Centre,376
13,Dakota Station,377
14,Commonwealth Station,378
14,Lakeside Station,379
14,Queenstown Neighbourhood Police Centre,380
14,Dover Station J06,381
14,One Raffles Quay,382
14,Holland Road Shopping Centre,383
14,Blk 165 F38,384
14,Siloso Point,385
14,Clementi Station,386
14,Holland Road Shopping Centre,387
14,Tiong Bahru Plaza,388
14,Dakota Station,389
14,China Square,390
14,Jurong East Station,391
14,Little India Station F26,392
14,Holland Road Shopping Centre,393
14,One Raffles Quay,394
14,Queenstown Neighbourhood Police Centre,395
14,Dover Station J06,396
14,Clementi Station,397
14,Blk 165 F38,398
14,Sengkang Station G18,399
14,Blk 492 J10,400
14,Queenstown Neighbourhood Police Centre,401
14,Queenstown Station,402
14,Queenstown Station,403
14,Changi Airport Terminal 2,404
15,Holland Road Shopping Centre,405
15,Tiong Bahru Plaza,406
15,Sengkang Station G18,407
15,Buona Vista Station,408
15,Pioneer Station,409
15,Commonwealth Station,410
15,Pioneer Station,411
15,Commonwealth Station,412
15,Blk 165 F38,413
15,China Square,414
15,Lakeside Station,415
15,Blk 492 J10,416
15,Bukit Panjang Plaza,417
15,Blk 165 F38,418
15,Queenstown Station,419
15,Holland Road Shopping Centre,420
15,China Square,421
15,China Square,422
15,Queenstown Neighbourhood Police Centre,423
15,Queenstown Station,424
15,Queenstown Neighbourhood Police Centre,425
15,Tiong Bahru Plaza,426
15,Paya Lebar Station,427
15,China Square,428
15,Queenstown Station,429
15,Blk 492 J10,430
15,Katong Shopping Centre,431
16,Chinatown Point,432
16,Admiralty Station,433
16,Changi Airport Terminal 2,434
16,Blk 492 J10,435
16,Sengkang Station G18,436
16,Sengkang Station G18,437
16,Jurong East Station,438
16,Capital Tower,439
16,Chinatown Point,440
16,Bukit Timah Shopping Centre,441
16,Blk 492 J10,442
16,Pioneer Station,443
16,Lakeside Station,444
16,Queenstown Neighbourhood Police Centre,445
16,Capital Tower,446
16,Blk 492 J10,447
16,Lakeside Station,448
16,Buona Vista Station,449
16,Commonwealth Station,450
16,Capital Tower,451
16,Dakota Station,452
16,Holland Road Shopping Centre,453
16,Katong Shopping Centre,454
16,Capital Tower,455
16,Tiong Bahru Plaza,456
16,Buona Vista Station,457
16,Lucky Plaza,458
17,Chinatown Point,459
17,Dakota Station,460
17,Blk 492 J10,461
17,Bukit Panjang Plaza,462
17,Bukit Timah Shopping Centre,463
17,Queenstown Station,464
17,Capital Tower,465
17,Pioneer Station,466
17,Bukit Timah Shopping Centre,467
17,Little India Station F26,468
17,Buona Vista Station,469
17,Holland Road Shopping Centre,470
17,Jurong East Station,471
17,Lakeside Station,472
17,Paya Lebar Station,473
17,Paya Lebar Station,474
17,Buona Vista Station,475
17,Blk 492 J10,476
17,Lakeside Station,477
17,Sengkang Station G18,478
17,Commonwealth Station,479
17,Jurong East Station,480
17,Holland Road Shopping Centre,481
17,Blk 165 F38,482
17,Dakota Station,483
17,Little India Station F26,484
17,Little India Station F26,485
18,Queenstown Station,486
18,Commonwealth Station,487
18,Queenstown Station,488
18,Holland Road Shopping Centre,489
18,Lakeside Station,490
18,Tiong Bahru Plaza,491
18,Straits Trading,492
18,Blk 492 J10,493
18,Blk 165 F38,494
18,Buona Vista Station,495
18,Buona Vista Station,496
18,Buona Vista Station,497
18,Bukit Timah Shopping Centre,498
18,Dover Station J06,499
18,Bukit Panjang Plaza,500
18,Commonwealth Station,501
18,Dover Station J06,502
18,China Square,503
18,Chinatown Point,504
18,Bukit Panjang Plaza,505
18,Little India Station F26,506
18,Little India Station F26,507
18,Chinatown Point,508
18,Tiong Bahru Plaza,509
18,One Raffles Quay,510
18,Tiong Bahru Plaza,511
18,Queenstown Neighbourhood Police Centre,512
19,Buona Vista Station,513
19,Dakota Station,514
19,Dover Station J06,515
19,Capital Tower,516
19,Blk 165 F38,517
19,Buona Vista Station,518
19,Sengkang Station G18,519
19,Bugis Junction,520
19,Lucky Plaza,521
19,Buona Vista Station,522
19,Katong Shopping Centre,523
19,Clementi Station,524
19,Changi Airport Terminal 2,525
19,Tiong Bahru Plaza,526
19,Clementi Station,527
19,Sengkang Station G18,528
19,Tiong Bahru Plaza,529
19,Little India Station F26,530
19,Commonwealth Station,531
19,Katong Shopping Centre,532
19,Dover Station J06,533
19,Changi Airport Terminal 2,534
19,Chinatown Point,535
19,Changi Airport Terminal 2,536
19,Paya Lebar Station,537
19,Holland Road Shopping Centre,538
19,Bukit Timah Shopping Centre,539
20,Paya Lebar Station,540
20,China Square,541
20,Lakeside Station,542
20,Jurong East Station,543
20,Blk 492 J10,544
20,Buona Vista Station,545
20,Holland Road Shopping Centre,546
20,Chinatown Point,547
20,Queenstown Station,548
20,Tiong Bahru Plaza,549
20,Changi Airport Terminal 2,550
20,One Raffles Quay,551
20,Dover Station J06,552
20,Blk 165 F38,553
20,Clementi Station,554
20,Dover Station J06,555
20,Little India Station F26,556
20,Dover Station J06,557
20,Little India Station F26,558
20,Bukit Panjang Plaza,559
20,Little India Station F26,560
20,Queenstown Station,561
20,Holland Road Shopping Centre,562
20,Capital Tower,563
20,Capital Tower,564
20,Holland Road Shopping Centre,565
20,Bukit Panjang Plaza,566
21,Tiong Bahru Plaza,567
21,Potong Pasir Station G01,568
21,Katong Shopping Centre,569
21,Blk 165 F38,570
21,One Raffles Quay,571
21,Sengkang Station G18,572
21,Dakota Station,573
21,Lucky Plaza,574
21,Commonwealth Station,575
21,Buona Vista Station,576
21,Blk 492 J10,577
21,Lakeside Station,578
21,Little India Station F26,579
21,Chinatown Point,580
21,Dakota Station,581
21,Clementi Station,582
21,Queenstown Neighbourhood Police Centre,583
21,China Square,584
21,Changi Airport Terminal 2,585
21,Queenstown Neighbourhood Police Centre,586
21,Sengkang Station G18,587
21,Katong Shopping Centre,588
21,Queenstown Neighbourhood Police Centre,589
21,Paya Lebar Station,590
21,Dover Station J06,591
21,Blk 165 F38,592
21,Paya Lebar Station,593
22,Clementi Station,594
22,Tanah Merah Station I06,595
22,Capital Tower,596
22,Blk 165 F38,597
22,Lucky Plaza,598
22,Dover Station J06,599
22,Queenstown Neighbourhood Police Centre,600
22,Pioneer Station,601
22,Blk 165 F38,602
22,Bukit Panjang Plaza,603
22,One Raffles Quay,604
22,Buona Vista Station,605
22,Blk 492 J10,606
22,Tiong Bahru Plaza,607
22,Blk 165 F38,608
22,Commonwealth Station,609
22,Jurong East Station,610
22,Jurong East Station,611
22,Changi Airport Terminal 2,612
22,Buona Vista Station,613
22,Chinatown Point,614
22,China Square,615
22,Queenstown Neighbourhood Police Centre,616
22,Queenstown Neighbourhood Police Centre,617
22,Bukit Timah Shopping Centre,618
22,Bukit Panjang Plaza,619
22,Buona Vista Station,620
23,One Raffles Quay,621
23,Buddha Tooth Relic Temple,622
23,Jurong East Station,623
23,Katong Shopping Centre,624
23,Paya Lebar Station,625
23,Queenstown Station,626
23,Queenstown Neighbourhood Police Centre,627
23,Little India Station F26,628
23,Pioneer Station,629
23,Tiong Bahru Plaza,630
23,Buona Vista Station,631
23,Jurong East Station,632
23,Lucky Plaza,633
23,Dakota Station,634
23,Dakota Station,635
23,Capital Tower,636
23,Jurong East Station,637
23,Pioneer Station,638
23,Little India Station F26,639
23,Blk 492 J10,640
23,Chinatown Point,641
23,Bukit Panjang Plaza,642
23,Katong Shopping Centre,643
23,Blk 492 J10,644
23,Bukit Timah Shopping Centre,645
23,Lucky Plaza,646
23,Katong Shopping Centre,647
24,Dakota Station,648
24,Queenstown Station,649
24,Katong Shopping Centre,650
24,Jurong East Station,651
24,Holland Road Shopping Centre,652
24,Capital Tower,653
24,Little India Station F26,654
24,Chinatown Point,655
24,Blk 165 F38,656
24,Sengkang Station G18,657
24,Queenstown Neighbourhood Police Centre,658
24,Bukit Panjang Plaza,659
24,Holland Road Shopping Centre,660
24,Lucky Plaza,661
24,Dover Station J06,662
24,Sengkang Station G18,663
24,Blk 492 J10,664
24,Changi Airport Terminal 2,665
24,Katong Shopping Centre,666
24,Lakeside Station,667
24,Chinatown Point,668
24,Holland Road Shopping Centre,669
24,Dover Station J06,670
24,Queenstown Neighbourhood Police Centre,671
24,Jurong East Station,672
24,Blk 492 J10,673
24,China Square,674
25,China Square,675
25,Stadium Station,676
25,Capital Tower,677
25,One Raffles Quay,678
25,Blk 165 F38,679
25,Queenstown Station,680
25,One Raffles Quay,681
25,Blk 165 F38,682
25,Queenstown Station,683
25,Holland Road Shopping Centre,684
25,Buona Vista Station,685
25,Lakeside Station,686
25,Changi Airport Terminal 2,687
25,Tiong Bahru Plaza,688
25,Lakeside Station,689
25,Pioneer Station,690
25,Dakota Station,691
25,Bukit Timah Shopping Centre,692
25,Lakeside Station,693
25,Tiong Bahru Plaza,694
25,Tiong Bahru Plaza,695
25,Lakeside Station,696
25,Jurong East Station,697
25,Queenstown Neighbourhood Police Centre,698
25,Dover Station J06,699
25,One Raffles Quay,700
25,China Square,701
26,Holland Drive near Buona Vista Community Club,702
26,Blk 165 F38,703
26,Paya Lebar Station,704
26,Pioneer Station,705
26,Dover Station J06,706
26,Capital Tower,707
26,Jurong East Station,708
26,Jurong East Station,709
26,Sengkang Station G18,710
26,Lakeside Station,711
26,Sengkang Station G18,712
26,Tiong Bahru Plaza,713
26,Dover Station J06,714
26,Bukit Timah Shopping Centre,715
26,One Raffles Quay,716
26,Jurong East Station,717
26,Queenstown Neighbourhood Police Centre,718
26,Buona Vista Station,719
26,Blk 492 J10,720
26,Katong Shopping Centre,721
26,Jurong East Station,722
26,Queenstown Station,723
26,Buona Vista Station,724
26,Bukit Timah Shopping Centre,725
26,Clementi Station,726
26,Chinatown Point,727
26,Dover Station J06,728
27,Paya Lebar Station,729
27,Queenstown Neighbourhood Police Centre,730
27,Lucky Plaza,731
27,Bedok Station I08,732
27,China Square,733
27,China Square,734
27,Queenstown Station,735
27,Pioneer Station,736
27,Lucky Plaza,737
27,Paya Lebar Station,738
27,Clementi Station,739
27,Lucky Plaza,740
27,Jurong East Station,741
27,Commonwealth Station,742
27,Changi Airport Terminal 2,743
27,Queenstown Neighbourhood Police Centre,744
27,Little India Station F26,745
27,Blk 165 F38,746
27,Lucky Plaza,747
27,Changi Airport Terminal 2,748
27,Bukit Timah Shopping Centre,749
27,Dakota Station,750
27,Paya Lebar Station,751
27,Tiong Bahru Plaza,752
27,Lakeside Station,753
27,Jurong East Station,754
27,Queenstown Station,755
28,Blk 492 J10,756
28,M Hotel,757
28,Katong Shopping Centre,758
28,Tiong Bahru Plaza,759
28,Buona Vista Station,760
28,Queenstown Station,761
28,Little India Station F26,762
28,Capital Tower,763
28,Blk 492 J10,764
28,Little India Station F26,765
28,One Raffles Quay,766
28,Blk 165 F38,767
28,Clementi Station,768
28,Jurong East Station,769
28,Bukit Timah Shopping Centre,770
28,Dakota Station,771
28,Bukit Timah Shopping Centre,772
28,Clementi Station,773
28,Holland Road Shopping Centre,774
28,Queenstown Station,775
28,Katong Shopping Centre,776
28,One Raffles Quay,777
28,Lakeside Station,778
28,Lakeside Station,779
28,Bukit Panjang Plaza,780
28,Little India Station F26,781
28,Lakeside Station,782
29,Bukit Timah Shopping Centre,783
29,Robinson Point,784
29,Changi Airport Terminal 2,785
29,Capital Tower,786
29,Buona Vista Station,787
29,Little India Station F26,788
29,Buona Vista Station,789
29,Holland Road Shopping Centre,790
29,Pioneer Station,791
29,Pioneer Station,792
29,Paya Lebar Station,793
29,One Raffles Quay,794
29,Queenstown Station,795
29,Sengkang Station G18,796
29,Capital Tower,797
29,China Square,798
29,Blk 492 J10,799
29,Katong Shopping Centre,800
29,Blk 165 F38,801
29,Queenstown Neighbourhood Police Centre,802
29,Holland Road Shopping Centre,803
29,Bukit Timah Shopping Centre,804
29,Chinatown Point,805
29,Lucky Plaza,806
29,Queenstown Neighbourhood Police Centre,807
29,Sengkang Station G18,808
29,Clementi Station,809
30,Paya Lebar Station,810
30,Katong Shopping Centre,811
30,Lakeside Station,812
30,Holland Road Shopping Centre,813
30,Bukit Panjang Plaza,814
30,Holland Road Shopping Centre,815
30,Dover Station J06,816
30,Queenstown Neighbourhood Police Centre,817
30,Lakeside Station,818
30,Holland Road Shopping Centre,819
30,Lucky Plaza,820
30,China Square,821
30,Bukit Timah Shopping Centre,822
30,Blk 492 J10,823
30,One Raffles Quay,824
30,Holland Road Shopping Centre,825
30,Little India Station F26,826
30,Clementi Station,827
30,China Square,828
30,Changi Airport Terminal 2,829
30,Sengkang Station G18,830
30,Clementi Station,831
30,Pioneer Station,832
30,Jurong East Station,833
30,Holland Road Shopping Centre,834
30,Queenstown Station,835
30,Cold Storage Jelita,836
31,Lucky Plaza,837
31,Changi Airport Terminal 2,838
31,One Raffles Quay,839
31,Changi Airport Terminal 2,840
31,Tiong Bahru Plaza,841
31,Tiong Bahru Plaza,842
31,Dakota Station,843
31,Clementi Station,844
31,Chinatown Point,845
31,Tiong Bahru Plaza,846
31,Chinatown Point,847
31,Bukit Panjang Plaza,848
31,83 Devonshire,849
31,Queenstown Neighbourhood Police Centre,850
31,Blk 492 J10,851
31,Lucky Plaza,852
31,Bukit Panjang Plaza,853
31,Dakota Station,854
31,Sengkang Station G18,855
31,Blk 492 J10,856
31,Pioneer Station,857
31,Pioneer Station,858
31,Chinatown Point,859
31,Queenstown Neighbourhood Police Centre,860
31,Bukit Panjang Plaza,861
31,Little India Station F26,862
31,Queenstown Neighbourhood Police Centre,863
32,Balestier Hospital,864
32,Jurong East Station,865
32,Katong Shopping Centre,866
32,Dover Station J06,867
32,Capital Tower,868
32,Jurong East Station,869
32,Paya Lebar Station,870
32,Commonwealth Station,871
32,Katong Shopping Centre,872
32,Bukit Panjang Plaza,873
32,China Square,874
32,Bukit Panjang Plaza,875
32,One Raffles Quay,876
32,Little India Station F26,877
32,China Square,878
32,Jurong East Station,879
32,Bukit Timah Shopping Centre,880
32,Dakota Station,881
32,Commonwealth Station,882
32,Queenstown Neighbourhood Police Centre,883
32,Queenstown Neighbourhood Police Centre,884
32,Pioneer Station,885
32,Clementi Station,886
32,Queenstown Neighbourhood Police Centre,887
32,Queenstown Neighbourhood Police Centre,888
32,Jurong East Station,889
32,Blk 165 F38,890
33,Lakeside Station,891
33,Dover Station J06,892
33,Capital Tower,893
33,Buona Vista Station,894
33,Blk 165 F38,895
33,Clementi Station,896
33,Little India Station F26,897
33,Little India Station F26,898
33,Buona Vista Station,899
33,Tiong Bahru Plaza,900
33,Katong Shopping Centre,901
33,Commonwealth Station,902
33,Chinatown Point,903
33,Commonwealth Station,904
33,Queenstown Station,905
33,Institute of Mental Health,906
33,Buona Vista Station,907
33,Queenstown Neighbourhood Police Centre,908
33,Dakota Station,909
33,Clementi Station,910
33,Little India Station F26,911
33,Jurong East Station,912
33,Changi Airport Terminal 2,913
33,Blk 492 J10,914
33,Lakeside Station,915
33,China Square,916
33,Katong Shopping Centre,917
34,Katong Shopping Centre,918
34,Queenstown Station,919
34,Tiong Bahru Plaza,920
34,Lakeside Station,921
34,One Raffles Quay,922
34,Little India Station F26,923
34,Little India Station F26,924
34,Queenstown Station,925
34,Lakeside Station,926
34,One Raffles Quay,927
34,Dakota Station,928
34,Lakeside Station,929
34,Dakota Station,930
34,Blk 492 J10,931
34,One Raffles Quay,932
34,Katong Shopping Centre,933
34,Sengkang Station G18,934
34,Queenstown Station,935
34,Capital Tower,936
34,Jurong East Station,937
34,Lakeside Station,938
34,Changi Airport Terminal 3,939
34,Paya Lebar Station,940
34,Queenstown Neighbourhood Police Centre,941
34,Pioneer Station,942
34,Tiong Bahru Plaza,943
34,Queenstown Neighbourhood Police Centre,944
35,Dakota Station,945
35,Sengkang Station G18,946
35,Buona Vista Station,947
35,Dover Station J06,948
35,Blk 165 F38,949
35,Bukit Panjang Plaza,950
35,Dakota Station,951
35,Blk 165 F38,952
35,Capital Tower,953
35,Commonwealth Station,954
35,Commonwealth Station,955
35,Blk 492 J10,956
35,Bukit Timah Shopping Centre,957
35,Pioneer Station,958
35,Pioneer Station,959
35,Paya Lebar Station,960
35,Queenstown Neighbourhood Police Centre,961
35,Commonwealth Station,962
35,Bukit Timah Shopping Centre,963
35,Holland Road Shopping Centre,964
35,Bukit Timah Shopping Centre,965
35,China Square,966
35,Katong Shopping Centre,967
35,Buona Vista Station,968
35,Little India Station F26,969
35,Alexandra Hospital,970
35,Commonwealth Station,971
36,Changi Airport Terminal 2,972
36,Holland Road Shopping Centre,973
36,Lakeside Station,974
36,Dover Station J06,975
36,Queenstown Station,976
36,Little India Station F26,977
36,Katong Shopping Centre,978
36,Lakeside Station,979
36,Queenstown Station,980
36,Changi Airport Terminal 2,981
36,Katong Shopping Centre,982
36,Lakeside Station,983
36,Tiong Bahru Plaza,984
36,Lakeside Station,985
36,Buona Vista Station,986
36,Sengkang Station G18,987
36,Victoria Theatre,988
36,Blk 492 J10,989
36,Capital Tower,990
36,China Square,991
36,China Square,992
36,Queenstown Station,993
36,Queenstown Station,994
36,Sengkang Station G18,995
36,Little India Station F26,996
36,Capital Tower,997
36,Sengkang Station G18,998
37,Bukit Timah Shopping Centre,999
37,One Raffles Quay,1000
37,Blk 492 J10,1001
37,Changi Airport Terminal 2,1002
37,Blk 165 F38,1003
37,Paya Lebar Station,1004
37,Bukit Timah Shopping Centre,1005
37,Sengkang Station G18,1006
37,Commonwealth Station,1007
37,Dover Station J06,1008
37,One Raffles Quay,1009
37,Blk 492 J10,1010
37,Pioneer Station,1011
37,Buona Vista Station,1012
37,Tiong Bahru Plaza,1013
37,Little India Station F26,1014
37,Orchard Central Taxi Stand A21,1015
37,Little India Station F26,1016
37,Buona Vista Station,1017
